area,building,building_floors,chamber,construction_year,floor,market,price,standard,url
51.42,apartamentowiec,5.0,2,,0.0,pierwotny,277500.0,,https://www.otodom.pl/oferta/2pok-z-ogrodem-przy-parku-slaskimgotowe-w-tym-roku-ID3QrMv.html#5222ca69c0
46.61,,5.0,2,,2.0,pierwotny,258500.0,,https://www.otodom.pl/oferta/park-slaki-2pok-kameralny-budynek-0-prowizji-ID3QrMs.html#5222ca69c0
62.6,apartamentowiec,5.0,3,,1.0,pierwotny,337500.0,,https://www.otodom.pl/oferta/3pok-urokliwa-okolica-przy-parku-slaskim-sprawdz-ID3QrMA.html#5222ca69c0
40.0,,2.0,2,,2.0,wtórny,295000.0,,https://www.otodom.pl/oferta/mieszkanie-40-m-katowice-ID3Qr96.html#5222ca69c0
127.0,apartamentowiec,4.0,4,2008.0,4.0,wtórny,1150000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-na-debowych-tarasach-ID3Qs0c.html#5222ca69c0
46.0,apartamentowiec,5.0,2,,1.0,pierwotny,259000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-parku-slaskim-bez-pcc-ID3Qt6A.html#5222ca69c0
50.0,apartamentowiec,5.0,2,,1.0,pierwotny,283000.0,,https://www.otodom.pl/oferta/apartament-przy-parku-gotowy-na-juz-okazja-ID3Qt6I.html#5222ca69c0
50.0,apartamentowiec,5.0,2,,1.0,pierwotny,283000.0,,https://www.otodom.pl/oferta/apartament-przy-parku-gotowy-na-juz-okazja-ID3Qt6E.html#5222ca69c0
81.0,apartamentowiec,12.0,3,2015.0,2.0,wtórny,655000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-81m2-katowice-tysiaclecie-ID3QvkA.html#5222ca69c0
43.0,apartamentowiec,2.0,2,2012.0,2.0,wtórny,295000.0,do zamieszkania,https://www.otodom.pl/oferta/komfortowe-m-3-katowice-os-bazantowo-ID3QADa.html#5222ca69c0
52.0,blok,3.0,2,1973.0,0.0,wtórny,275000.0,do zamieszkania,https://www.otodom.pl/oferta/ladne-m-3-katowice-ligota-panewniki-ID3QASg.html#5222ca69c0
80.0,apartamentowiec,11.0,4,,11.0,wtórny,840000.0,,https://www.otodom.pl/oferta/taras-piekny-widok-apartamentowiec-ID3OUyE.html#5222ca69c0
70.0,kamienica,3.0,2,,3.0,wtórny,349000.0,,https://www.otodom.pl/oferta/wygodne-mieszkanie-w-prestizowej-lokalizacji-ID3QEwm.html#5222ca69c0
52.0,kamienica,1.0,2,1955.0,1.0,wtórny,129000.0,do remontu,https://www.otodom.pl/oferta/m-3-katowice-brynow-ID3QBhS.html#5222ca69c0
45.1,,,4,,4.0,pierwotny,279000.0,,https://www.otodom.pl/oferta/ostania-szansa-na-zakup-mieszkania-dla-inwestorow-ID3QJFa.html#5222ca69c0
89.0,apartamentowiec,2.0,4,,0.0,pierwotny,573760.0,do wykończenia,https://www.otodom.pl/oferta/apartamenty-z-tarasem-i-ogrodem-katowice-brynow-ID3QBSg.html#5222ca69c0
35.0,,,4,,3.0,wtórny,222900.0,,https://www.otodom.pl/oferta/znakomita-okazja-dla-inwestora-apart-z-widokiem-ID3QJFe.html#5222ca69c0
51.42,apartamentowiec,5.0,2,,0.0,pierwotny,277500.0,,https://www.otodom.pl/oferta/2pok-z-ogrodem-przy-parku-slaskimgotowe-w-tym-roku-ID3QJFO.html#5222ca69c0
72.0,apartamentowiec,5.0,3,,0.0,pierwotny,394200.0,,https://www.otodom.pl/oferta/3pok-z-ogrodem-oraz-tarasempark-slaskibezposrednio-ID3QJG4.html#5222ca69c0
62.6,apartamentowiec,5.0,3,,1.0,pierwotny,337500.0,,https://www.otodom.pl/oferta/3pok-urokliwa-okolica-przy-parku-slaskim-sprawdz-ID3QJFK.html#5222ca69c0
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-stawie-biuro-sprzedazy-ID3QJFV.html#5222ca69c0
33.0,,,4,,3.0,pierwotny,219000.0,,https://www.otodom.pl/oferta/ostatnia-szansa-na-zakup-kawalerki-biuro-sprzedazy-ID3QJFm.html#5222ca69c0
91.0,apartamentowiec,5.0,4,,3.0,pierwotny,499500.0,,https://www.otodom.pl/oferta/4pok-z-naroznym-tarasem-przy-parku-slaskim-okazja-ID3QJG8.html#5222ca69c0
46.61,,5.0,2,,2.0,pierwotny,258500.0,,https://www.otodom.pl/oferta/park-slaki-2pok-kameralny-budynek-0-prowizji-ID3QJG0.html#5222ca69c0
135.0,,4.0,7,,1.0,wtórny,540000.0,do remontu,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3QJGg.html#5222ca69c0
34.0,apartamentowiec,10.0,1,,5.0,pierwotny,222360.0,,https://www.otodom.pl/oferta/os-tysiaclecia-kawalerka-przy-parku-slaskim-okazja-ID3QJGk.html#5222ca69c0
200.0,kamienica,5.0,8,1920.0,3.0,wtórny,699000.0,do remontu,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3QJGc.html#5222ca69c0
104.0,apartamentowiec,16.0,5,,11.0,pierwotny,780000.0,,https://www.otodom.pl/oferta/taras-133m2-na-dachu-5pok-16-pietro-promocja-ID3QJGE.html#5222ca69c0
46.91,apartamentowiec,5.0,2,,1.0,pierwotny,267387.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-46-91-m-katowice-ID3QLMs.html#5222ca69c0
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/nowy-apartamentowiec-na-tysiacleciu-okazja-ID3QJGv.html#5222ca69c0
71.0,blok,3.0,4,,0.0,wtórny,299000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-71-m-katowice-ID3QWsc.html#5222ca69c0
140.0,kamienica,4.0,4,,3.0,wtórny,600000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-w-zadbanej-kamienicy-w-centrum-katowic-ID3QWtK.html#5222ca69c0
150.0,kamienica,4.0,5,1901.0,1.0,wtórny,789000.0,do zamieszkania,https://www.otodom.pl/oferta/przestronne-mieszkanie-w-samym-sercu-katowic-ID3QVDe.html#5222ca69c0
60.0,blok,4.0,4,1976.0,1.0,wtórny,240000.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-60m2-4-pokoje-katowice-piotrowice-ID3QXvA.html#5222ca69c0
50.0,apartamentowiec,5.0,2,,1.0,pierwotny,283000.0,,https://www.otodom.pl/oferta/luksus-przy-parku-slaskim-biuro-sprzedazy-okazja-ID3QSoo.html#5222ca69c0
197.0,kamienica,4.0,4,,2.0,wtórny,700000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-do-remontu-w-centrum-katowic-ID3R0Og.html#5222ca69c0
57.6,apartamentowiec,18.0,3,1990.0,5.0,wtórny,410000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-57-60-m-katowice-ID3QZNe.html#5222ca69c0
142.0,kamienica,4.0,4,1905.0,2.0,wtórny,649000.0,do zamieszkania,https://www.otodom.pl/oferta/stylowe-jasne-i-przestronne-wewnetrzny-parking-ID3EMw2.html#5222ca69c0
56.91,,3.0,2,,3.0,pierwotny,284550.0,,https://www.otodom.pl/oferta/3-pietro-z-ladnym-widokiem-ostatnie-ID3R1xG.html#5222ca69c0
27.92,apartamentowiec,10.0,1,2018.0,8.0,pierwotny,153360.0,do zamieszkania,https://www.otodom.pl/oferta/nowe-apartamenty-w-k-cach-nowy-bazantow-ID3R6a4.html#5222ca69c0
74.26,kamienica,4.0,3,1893.0,3.0,wtórny,333000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-z-potencjalem-inwestycyjnym-w-centrum-m-ID3RbCs.html#5222ca69c0
70.24,apartamentowiec,5.0,3,2019.0,2.0,pierwotny,400368.0,,https://www.otodom.pl/oferta/0-prowizji-apartament-przy-parku-slaskim-ID3Rb4Y.html#5222ca69c0
70.0,,2.0,3,1961.0,,wtórny,210000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-70-m-katowice-ID3Rboo.html#5222ca69c0
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/nowy-apartamentowiec-na-tysiacleciu-okazja-ID3Suck.html#316f87c44f
45.0,blok,,2,,2.0,pierwotny,216000.0,,https://www.otodom.pl/oferta/duzy-wybor-mieszkan-z-rynku-pierwotnego-ID3R9ko.html#5222ca69c0
50.0,,4.0,2,,4.0,wtórny,120000.0,,https://www.otodom.pl/oferta/zabrska-opolska-centrum-ID3SuRu.html#316f87c44f
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-stawie-biuro-sprzedazy-ID3Sucg.html#316f87c44f
43.57,apartamentowiec,4.0,2,2018.0,0.0,pierwotny,290000.0,do wykończenia,https://www.otodom.pl/oferta/nowe-ptasie-katowice-apartament-z-loggia-i-tarasem-ID3SAfe.html#316f87c44f
90.0,,3.0,4,,3.0,wtórny,600000.0,,https://www.otodom.pl/oferta/mieszkanie-90-m-katowice-ID3Sz76.html#316f87c44f
73.0,apartamentowiec,3.0,3,1994.0,3.0,wtórny,339000.0,do remontu,https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-antresoloa-sadyba-ID3SB7O.html#316f87c44f
70.0,,4.0,3,,2.0,wtórny,499000.0,do wykończenia,https://www.otodom.pl/oferta/apartament-70m2-debowe-tarasy-deweloperski-ID3SuZm.html#316f87c44f
52.0,blok,4.0,3,,0.0,wtórny,322000.0,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-koszutce-ID3SvxK.html#316f87c44f
70.49,apartamentowiec,,3,2011.0,3.0,wtórny,460000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-z-duzym-tarasem-osiedle-ksiazece-ID3SzHq.html#316f87c44f
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/nowy-apartamentowiec-na-tysiacleciu-okazja-ID3SDPq.html#316f87c44f
82.0,,4.0,4,,0.0,wtórny,480000.0,,https://www.otodom.pl/oferta/mieszkanie-82-m-katowice-ID3SDr6.html#316f87c44f
41.0,blok,6.0,2,1965.0,3.0,wtórny,315000.0,do zamieszkania,https://www.otodom.pl/oferta/centrum-inwestycja-gotowe-do-zamieszkania-ID3OxJm.html#316f87c44f
35.0,,,4,,3.0,wtórny,222900.0,,https://www.otodom.pl/oferta/znakomita-okazja-dla-inwestora-apart-z-widokiem-ID3SDPy.html#316f87c44f
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-stawie-biuro-sprzedazy-ID3SDPu.html#316f87c44f
45.1,,,4,,4.0,pierwotny,279000.0,,https://www.otodom.pl/oferta/ostania-szansa-na-zakup-mieszkania-dla-inwestorow-ID3SDPG.html#316f87c44f
50.0,apartamentowiec,5.0,2,,1.0,pierwotny,283000.0,,https://www.otodom.pl/oferta/apartament-przy-parku-gotowy-na-juz-okazja-ID3SDPC.html#316f87c44f
45.0,apartamentowiec,,2,,3.0,wtórny,280350.0,,https://www.otodom.pl/oferta/2pok-biuro-sprzedazy-duzy-balkon-os-tysiaclecia-ID3SEqU.html#316f87c44f
46.0,apartamentowiec,5.0,2,,1.0,pierwotny,259000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-parku-slaskim-bez-pcc-ID3SDPK.html#316f87c44f
45.1,,,4,,3.0,pierwotny,280000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-marzen-nowe-tysiaclecia-ID3SDPO.html#316f87c44f
70.0,apartamentowiec,10.0,4,,10.0,pierwotny,443450.0,,https://www.otodom.pl/oferta/4pok-przy-parku-slaskim-swietny-uklad-sprawdz-ID3SEr6.html#316f87c44f
34.0,apartamentowiec,10.0,1,,5.0,pierwotny,222360.0,,https://www.otodom.pl/oferta/os-tysiaclecia-kawalerka-przy-parku-slaskim-okazja-ID3SEqY.html#316f87c44f
104.0,apartamentowiec,16.0,5,,11.0,pierwotny,780000.0,,https://www.otodom.pl/oferta/taras-133m2-na-dachu-5pok-16-pietro-promocja-ID3SEr2.html#316f87c44f
91.0,apartamentowiec,5.0,4,,3.0,pierwotny,499500.0,,https://www.otodom.pl/oferta/4pok-z-naroznym-tarasem-przy-parku-slaskim-okazja-ID3SEra.html#316f87c44f
135.0,,4.0,7,,1.0,wtórny,540000.0,do remontu,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3SErq.html#316f87c44f
46.61,,5.0,2,,2.0,pierwotny,258500.0,,https://www.otodom.pl/oferta/park-slaki-2pok-kameralny-budynek-0-prowizji-ID3SEre.html#316f87c44f
51.5,apartamentowiec,5.0,2,,0.0,pierwotny,277500.0,,https://www.otodom.pl/oferta/2pok-z-ogrodem-przy-parku-slaskimgotowe-w-tym-roku-ID3SErm.html#316f87c44f
200.0,kamienica,5.0,8,1920.0,3.0,wtórny,699000.0,do remontu,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3SEru.html#316f87c44f
104.0,,,4,,0.0,wtórny,380000.0,,https://www.otodom.pl/oferta/2-osobne-lokale-os-tysiaclecia-parkingpromocja-ID3SEry.html#316f87c44f
46.0,apartamentowiec,2.0,2,,1.0,wtórny,294000.0,do wykończenia,https://www.otodom.pl/oferta/nowy-apartament-prestizowy-design-ID3SKog.html#316f87c44f
46.0,apartamentowiec,2.0,2,,1.0,wtórny,294000.0,do wykończenia,https://www.otodom.pl/oferta/apartament-przy-galerii-libero-idealny-na-wynajem-ID3SKoo.html#316f87c44f
147.83,kamienica,3.0,4,1907.0,1.0,wtórny,550000.0,do remontu,https://www.otodom.pl/oferta/700m-od-ue-mozliwosc-przerobienia-na-3-mniejsze-ID3SGBV.html#316f87c44f
62.0,,4.0,3,,0.0,wtórny,420000.0,,https://www.otodom.pl/oferta/nowa-cena-katowice-ul-panewnicka-ID3SJjK.html#316f87c44f
78.0,blok,2.0,3,2018.0,1.0,pierwotny,351000.0,do wykończenia,https://www.otodom.pl/oferta/3-pokoje-ogrzewanie-podlogowe-panewniki-przy-lesie-ID3SKkc.html#316f87c44f
38.81,blok,6.0,2,2020.0,6.0,pierwotny,227038.5,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-st-deweloperski-katowice-m80-v-ID3zCkb.html#316f87c44f
49.34,blok,6.0,3,2020.0,6.0,pierwotny,288639.0,,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-balkon-nowe-katowice-m88-v-ID3zCmX.html#316f87c44f
49.34,blok,6.0,3,2020.0,2.0,pierwotny,263969.0,,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-st-deweloperski-katowice-m35-v-ID3zyu3.html#316f87c44f
41.34,blok,6.0,2,2020.0,6.0,pierwotny,235638.0,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-st-deweloperski-katowice-m85-v-ID3zCmn.html#316f87c44f
49.34,blok,6.0,3,2020.0,4.0,pierwotny,273837.0,,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-deweloperskie-katowice-m61-v-ID3zB11.html#316f87c44f
49.34,blok,6.0,3,2020.0,3.0,pierwotny,271370.0,,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-nowe-os-karoliny-m48-v-ID3zAT1.html#316f87c44f
41.34,blok,6.0,2,2020.0,2.0,pierwotny,227370.0,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-st-deweloperski-katowice-m32-v-ID3zyrt.html#316f87c44f
38.81,blok,6.0,2,2020.0,3.0,pierwotny,221217.0,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-st-deweloperski-katowice-m40-v-ID3zyv7.html#316f87c44f
72.0,,3.0,4,,1.0,wtórny,370000.0,,https://www.otodom.pl/oferta/mieszkanie-72-m-katowice-ID3SPus.html#316f87c44f
45.1,,,4,,3.0,pierwotny,280000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-marzen-nowe-tysiaclecia-ID3SPOv.html#316f87c44f
49.34,blok,6.0,3,2020.0,1.0,pierwotny,263969.0,do wykończenia,https://www.otodom.pl/oferta/3-pok-49m-osiedle-karoliny-bogucice-m22-v-ID3yFvb.html#316f87c44f
40.0,kamienica,4.0,2,,0.0,wtórny,149000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-po-remoncie-zaleze-ID3SOFS.html#316f87c44f
43.1,blok,6.0,2,2020.0,0.0,pierwotny,243515.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-st-deweloperski-katowice-m7-v-ID3zyfB.html#316f87c44f
47.5,,,3,,0.0,wtórny,235000.0,,https://www.otodom.pl/oferta/mieszkanie-pod-inwestycje-3-niezalezne-pokoje-kce-ID3SPqU.html#316f87c44f
46.0,apartamentowiec,5.0,2,,1.0,pierwotny,259000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-parku-slaskim-bez-pcc-ID3SPOA.html#316f87c44f
50.0,apartamentowiec,5.0,2,,1.0,pierwotny,283000.0,,https://www.otodom.pl/oferta/apartament-przy-parku-gotowy-na-juz-okazja-ID3SPOI.html#316f87c44f
104.0,apartamentowiec,16.0,5,,11.0,pierwotny,780000.0,,https://www.otodom.pl/oferta/taras-133m2-na-dachu-5pok-16-pietro-promocja-ID3RO8A.html#5d3019e022
34.0,apartamentowiec,10.0,1,,5.0,pierwotny,222360.0,,https://www.otodom.pl/oferta/os-tysiaclecia-kawalerka-przy-parku-slaskim-okazja-ID3RO8s.html#5d3019e022
51.5,apartamentowiec,5.0,2,,0.0,pierwotny,277500.0,,https://www.otodom.pl/oferta/2pok-z-ogrodem-przy-parku-slaskimgotowe-w-tym-roku-ID3RO8M.html#5d3019e022
46.61,,5.0,2,,2.0,pierwotny,258500.0,,https://www.otodom.pl/oferta/park-slaki-2pok-kameralny-budynek-0-prowizji-ID3RO8E.html#5d3019e022
45.0,apartamentowiec,,2,,3.0,wtórny,280350.0,,https://www.otodom.pl/oferta/2pok-biuro-sprzedazy-duzy-balkon-os-tysiaclecia-ID3RO8v.html#5d3019e022
72.0,apartamentowiec,5.0,3,,0.0,pierwotny,394200.0,,https://www.otodom.pl/oferta/3pok-z-ogrodem-oraz-tarasempark-slaskibezposrednio-ID3RO8I.html#5d3019e022
45.0,apartamentowiec,,2,,3.0,wtórny,280350.0,,https://www.otodom.pl/oferta/2pok-biuro-sprzedazy-duzy-balkon-os-tysiaclecia-ID3RPKs.html#5d3019e022
34.0,apartamentowiec,10.0,1,,5.0,pierwotny,222360.0,,https://www.otodom.pl/oferta/os-tysiaclecia-kawalerka-przy-parku-slaskim-okazja-ID3RPKv.html#5d3019e022
200.0,kamienica,5.0,8,1920.0,3.0,wtórny,699000.0,do remontu,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3RO8Q.html#5d3019e022
135.0,,4.0,7,,1.0,wtórny,540000.0,do remontu,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3RO8U.html#5d3019e022
104.0,apartamentowiec,16.0,5,,11.0,pierwotny,780000.0,,https://www.otodom.pl/oferta/taras-133m2-na-dachu-5pok-16-pietro-promocja-ID3RPKA.html#5d3019e022
46.61,,5.0,2,,2.0,pierwotny,258500.0,,https://www.otodom.pl/oferta/park-slaki-2pok-kameralny-budynek-0-prowizji-ID3RPKE.html#5d3019e022
72.0,apartamentowiec,5.0,3,,0.0,pierwotny,394200.0,,https://www.otodom.pl/oferta/3pok-z-ogrodem-oraz-tarasempark-slaskibezposrednio-ID3RPKI.html#5d3019e022
45.1,,,4,,3.0,pierwotny,280000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-marzen-nowe-tysiaclecia-ID3RRpS.html#5d3019e022
51.5,apartamentowiec,5.0,2,,0.0,pierwotny,277500.0,,https://www.otodom.pl/oferta/2pok-z-ogrodem-przy-parku-slaskimgotowe-w-tym-roku-ID3RPKM.html#5d3019e022
45.1,,,4,,4.0,pierwotny,279000.0,,https://www.otodom.pl/oferta/ostania-szansa-na-zakup-mieszkania-dla-inwestorow-ID3RRq4.html#5d3019e022
46.0,apartamentowiec,5.0,2,,1.0,pierwotny,259000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-parku-slaskim-bez-pcc-ID3RRpV.html#5d3019e022
50.0,apartamentowiec,5.0,2,,1.0,pierwotny,283000.0,,https://www.otodom.pl/oferta/apartament-przy-parku-gotowy-na-juz-okazja-ID3RRq0.html#5d3019e022
50.0,apartamentowiec,5.0,2,,1.0,pierwotny,283000.0,,https://www.otodom.pl/oferta/luksus-przy-parku-slaskim-biuro-sprzedazy-okazja-ID3RRqo.html#5d3019e022
35.0,,,4,,3.0,wtórny,222900.0,,https://www.otodom.pl/oferta/znakomita-okazja-dla-inwestora-apart-z-widokiem-ID3RRq8.html#5d3019e022
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/nowy-apartamentowiec-na-tysiacleciu-okazja-ID3RRqk.html#5d3019e022
32.7,,3.0,2,,3.0,pierwotny,243484.0,,https://www.otodom.pl/oferta/mieszkanie-32-70-m-katowice-ID3RRW6.html#5d3019e022
45.63,,8.0,2,,8.0,pierwotny,312566.0,,https://www.otodom.pl/oferta/mieszkanie-45-63-m-katowice-ID3RRUY.html#5d3019e022
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-stawie-biuro-sprzedazy-ID3RRqc.html#5d3019e022
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/nowy-apartamentowiec-na-tysiacleciu-okazja-ID3SPOU.html#316f87c44f
47.45,,6.0,3,,2.0,pierwotny,341640.0,,https://www.otodom.pl/oferta/mieszkanie-47-45-m-katowice-ID3RRWy.html#5d3019e022
40.0,,,4,,3.0,pierwotny,246000.0,,https://www.otodom.pl/oferta/jedyny-taki-apartament-przy-stawie-biuro-sprzedazy-ID3SPOQ.html#316f87c44f
104.0,,,4,,0.0,wtórny,380000.0,,https://www.otodom.pl/oferta/2-osobne-lokale-os-tysiaclecia-parkingpromocja-ID3SPPS.html#316f87c44f
35.0,,,4,,3.0,wtórny,222900.0,,https://www.otodom.pl/oferta/znakomita-okazja-dla-inwestora-apart-z-widokiem-ID3SPOM.html#316f87c44f
200.0,kamienica,5.0,8,1920.0,3.0,wtórny,699000.0,do remontu,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3SPPV.html#316f87c44f
135.0,,4.0,7,,1.0,wtórny,540000.0,do remontu,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3SPQ8.html#316f87c44f
91.0,apartamentowiec,5.0,4,,3.0,pierwotny,499500.0,,https://www.otodom.pl/oferta/4pok-z-naroznym-tarasem-przy-parku-slaskim-okazja-ID3SPQk.html#316f87c44f
72.0,apartamentowiec,5.0,3,,0.0,pierwotny,394200.0,,https://www.otodom.pl/oferta/3pok-z-ogrodem-oraz-tarasempark-slaskibezposrednio-ID3SPQg.html#316f87c44f
51.5,apartamentowiec,5.0,2,,0.0,pierwotny,277500.0,,https://www.otodom.pl/oferta/2pok-z-ogrodem-przy-parku-slaskimgotowe-w-tym-roku-ID3SPQc.html#316f87c44f
34.0,apartamentowiec,10.0,1,,5.0,pierwotny,222360.0,,https://www.otodom.pl/oferta/os-tysiaclecia-kawalerka-przy-parku-slaskim-okazja-ID3SPQo.html#316f87c44f
45.0,apartamentowiec,,2,,3.0,pierwotny,280350.0,,https://www.otodom.pl/oferta/2pok-biuro-sprzedazy-duzy-balkon-os-tysiaclecia-ID3SPQv.html#316f87c44f
36.06,apartamentowiec,6.0,2,,0.0,pierwotny,277662.0,,https://www.otodom.pl/oferta/mieszkanie-36-06-m-katowice-ID3SYjK.html#316f87c44f
96.0,kamienica,4.0,3,,4.0,wtórny,319000.0,,https://www.otodom.pl/oferta/srodmiescie-3-pokoje-kup-zeby-zarobic-ID3SVpi.html#316f87c44f
21.5,kamienica,3.0,1,2018.0,0.0,pierwotny,193825.0,,https://www.otodom.pl/oferta/unikatowe-mieszkania-sprzedaz-najem-centrum-k-ce-ID3SRnu.html#316f87c44f
162.74,apartamentowiec,1.0,4,2018.0,0.0,pierwotny,596100.0,,https://www.otodom.pl/oferta/najlepsza-inwestycja-deweloperska-w-katowicach-ID3SVQA.html#316f87c44f
70.24,apartamentowiec,5.0,3,,1.0,wtórny,393344.0,,https://www.otodom.pl/oferta/mieszkanie-70-24-m-katowice-ID3SYjC.html#316f87c44f
104.0,apartamentowiec,16.0,5,,11.0,pierwotny,780000.0,,https://www.otodom.pl/oferta/taras-133m2-na-dachu-5pok-16-pietro-promocja-ID3SPQA.html#316f87c44f
75.2,blok,9.0,4,,2.0,wtórny,349000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-75-20-m-katowice-ID3SZ1G.html#316f87c44f
51.42,,5.0,2,,0.0,pierwotny,277668.0,,https://www.otodom.pl/oferta/mieszkanie-51-42-m-katowice-ID3RU7O.html#5d3019e022
65.64,blok,2.0,4,,0.0,pierwotny,377430.0,,https://www.otodom.pl/oferta/przestronny-apartament-65m2-z-duzym-ogrodem-ID3Rc3y.html#316f87c44f
37.0,blok,10.0,2,,5.0,wtórny,170000.0,,https://www.otodom.pl/oferta/nowa-nizsza-cena-ID3T0hV.html#316f87c44f
69.9,,17.0,4,,11.0,pierwotny,471476.0,,https://www.otodom.pl/oferta/mieszkanie-69-90-m-katowice-ID3RRWS.html#5d3019e022
98.0,apartamentowiec,1.0,4,2017.0,0.0,pierwotny,610000.0,do zamieszkania,https://www.otodom.pl/oferta/apartament-z-tarasem-i-ogrodkiem-tarasem-ID3RU5y.html#5d3019e022
69.59,apartamentowiec,8.0,3,2017.0,1.0,pierwotny,431000.0,do zamieszkania,https://www.otodom.pl/oferta/ostatnie-2-mieszkania-dolina-3-stawow-k-ce-ID3RWu0.html#5d3019e022
37.51,,5.0,2,,5.0,pierwotny,245691.0,,https://www.otodom.pl/oferta/mieszkanie-37-51-m-katowice-ID3RU7S.html#5d3019e022
49.56,,4.0,2,,4.0,pierwotny,277174.0,,https://www.otodom.pl/oferta/mieszkanie-49-56-m-katowice-ID3RWWK.html#5d3019e022
61.12,,4.0,3,2019.0,1.0,pierwotny,315990.0,,https://www.otodom.pl/oferta/bazantowo-61-12-m2-3-pokoje-ID3RUli.html#5d3019e022
54.89,apartamentowiec,5.0,4,,2.0,pierwotny,359530.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3RYiI.html#5d3019e022
38.46,apartamentowiec,5.0,2,,2.0,pierwotny,263451.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3RYiM.html#5d3019e022
38.28,apartamentowiec,5.0,2,,2.0,pierwotny,262218.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3RYiQ.html#5d3019e022
51.99,apartamentowiec,5.0,3,,2.0,pierwotny,340534.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3RYiU.html#5d3019e022
34.24,apartamentowiec,5.0,2,,2.0,pierwotny,251664.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3RYjS.html#5d3019e022
52.5,apartamentowiec,5.0,3,,2.0,pierwotny,343875.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3RYiY.html#5d3019e022
